DATE,OPP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,REB,AST,STL,BLK,TOV
2023-01-11,PHO,W (+29),28:18,21,10,15,.667,0,0,,18,9,1,0,3
